replies,retweets,favorites,text,day,time
0,1,1,    حصار ,10/12/2019,07:25
0,2,1,  وللاسف   وضع في مواقع زادت الازدحام ازدحام  سوء تنظيم نتمنى ان يتم تدارك ذلك مستقبلا ووضع المواقع من لجان استشاريه مؤهله وليس اجتهادات فرديه وفرش خريطه الرياض وواختيار المواقع كيفما اتفق,10/12/2019,07:24
0,2,1,  بعد ان كان يعم الهدو والسكينه على هذا الحي والا وينقلب الحال من الهدو الى فوضى والسكينه الى ازعاج  ازدحام مروري  اقفال المداخل والمخارج كانهم يقولون اتحداك تروح لبيتك سؤء تنظيم مروري  عدم وجود خطه مروريه تنم عن علم ودرايه مجرد اجتهادات بدائيه ,10/12/2019,07:22
0,1,0,نطالب بتوزيع ستكرات   لجميع سيارات الحي ليتسنى لنا الدخول والخروج بسهوله,10/12/2019,06:47
0,2,0,  السلام عليكم  نحن سكان حي حطين مدينه الرياض متضررين جدا من سوء تنظيم الطرق و الازدحام و اغلاق الطرق المفاجئ اوقات الفعاليات و ايام نهايه الاسبوع نرجو من حضرتكم قبل بدء موسم الرياض النظر في الموضوع و ايجاد الحل المناسب     ,10/12/2019,06:16
0,1,0,سكان   يشاركون في هذا الهاشتاق املا منهم ان يجد المسؤولون حل لمشكلتهم المقلقه لا سيما واننا مقبلين على   الترفيهي        ,10/12/2019,06:14
0,1,0,صدقتي  ,10/12/2019,05:58
1,1,0,من بدايه الفعاليات حتى نهايتها لابد من   التخطيط في طريقه الخروج من المنزل ولن تجدو اي مجيب لمطالبكم ,10/12/2019,05:55
16,67,40,مع بدايه موسم الرياض نتمنى ايجاد حل لسكان حي حطين والاحياء المجاوره لتيسير الدخول والخروج بسهوله دون اغلاق المداخل عليهم كبقيه الزوار هل هو مقبول ان اكون عند لفه منزلي والمرور يغلق علي الطريق ويلزمني بالجلوس بزحمه السيارات وانا منزلي امامي بالجهه المقابله  ,10/12/2019,05:44
0,2,1,  غير معقول هذا الى يحصل في الحي الان دورات مقفله وشوارع زحمه كل هذا والموسم لم يبدا ارجوك يابابوناصر شوف لنا حل  ,10/11/2019,22:25
0,0,0,يارب يكنسلون موسم الرياض ماله داعي زحمه الشوارع على اشياء ماتسوى معاناه والله حي حطين على الملقا لنا ساعه ,10/11/2019,19:45
0,1,0,ياريت احد ينقذنا من السيارات الي توقف تاخذ قهوه من ستاربكس ليل ونهار عند الخروج من حي حطين لتفادي تركي الاول على طريق الملك خالد يعتبرون لهم الاحقيه وهم مخالفين  قدمنا شكاوي عن طريق كلنا امن ولم يستجيب لي احد هل من مجيب  ,10/11/2019,18:19
0,1,0,الله يعين شي لايطاق كان من افضل الاحياء ولان من اسواها  ,10/11/2019,14:30
0,1,0,    اليوم وهو مابعد بدا الموسم قفلوا دوار طريق محمد بن سلمان مع الخير  وقفلو تركي ,10/11/2019,00:15
0,1,1,مدري هي بدات الفعاليات  اليوم الازدحام مره اوڤر و التفحيط و قله الحيا مو طبيعي مره ازعاج حتى في بيوتنا محنا مرتاحين  ,10/10/2019,22:25
0,4,2,  معالي المستشار ارجوك ارجوك لابد من ايجاد حل سريع وجذري قبل بدء الموسم  ,10/10/2019,20:05
0,10,2,دوار طريق الملك عبدالعزيز حليتوا مشكلته باعز مايكون ما اعتقد صعب عليكم دوار الخير املنا فيكم كبير نحتاج حل دائم وفعال وانتم قدها وقدود          ,10/10/2019,19:36
0,1,3,سكان   مفروض تتوزع عليهم ارباح بوليفارد الرياض بعد ماينتهي   فوق ما ان الحي مزحوم من رياض بارك و الفوود تركس اللي على طريق محمد بن سعد يصير بوليفارد الرياض في الحي  ,10/10/2019,19:27
8,23,14,السلام عليكم الله يعطيكم العافيه مايخفى عليكم ازمه دوار طريق الامير محمد بن سلمان مع طريق الامير محمد بن سعد ولا رقم الحوادث اللي تصير يوميا ومع ازدياد المجمعات التجاريه وموسم الرياض صارت الكثافه لا تطاق نحتاج فزعتكم  نحتاج حل دائم      ,10/10/2019,18:46
0,7,6,نحتاج حل لمشكله الشوارع و الزحمه المرور راح يمنعنا من الوصول لبيوتنا بسبب        ,10/10/2019,18:43
0,2,1,نطالب بتوزيع ستكرات   لجميع سيارات الحي ليتسنى لنا الدخول والخروج بسهوله,10/10/2019,18:21
0,3,2,  المشاركات ضعيفه جدا من اهل الحي لابد من تصعيد المشاركات لكي يصل صوتنا للمسئولين,10/10/2019,18:10
0,2,1,الله يعين بس الوضع صار ما ينطاق ابدا اليوم الوطني و يالله تحملنا الزحمه و مدري كيف بنتحمل ثلاث شهور  ,10/10/2019,17:44
0,7,2,الحي راقي والكل يتمنى يسكنه لكن بعد ماقريت تغريداتكم حسيت بكم المعاناه وفيه اقتراح جميل عجبني اللي هو استيكرات خاصه لسكان الحي  ,10/10/2019,17:34
0,1,0,نتمنى من المرور اغلاق الطرق في بعض الشوارع المزدحمه عندما تكثر السيارات فيها  ,10/10/2019,17:33
0,0,0,السلام عليكم نتقدم لكم وبكل احترام وتقدير آملين منكم بالنظر في معاناه اهالي حي حطين خاصه مع الفعاليات التي سوف تقام في الحى الدخول والخروج صعب في الويكند بسبب الزحمه والتركات والمطاعم الوضع راح يكون اصعب جدا مع الفعاليات,10/10/2019,14:45
0,1,0,الظاهر اننا اخر الهم  ,10/10/2019,13:53
0,1,0,خلهم يفتحون المركز الصحي مابعد فتح مع ان اللمبات شغاله في الليل  بس تاشر  ,10/10/2019,13:49
0,1,0,  الله يعين ثلاث شهور ولاحياه لمن تنادي,10/10/2019,13:40
0,1,0,  الله يعينا على الزحمات,10/10/2019,13:24
0,1,0,معاناه سكان حطين  السبب كله من هيئه الترفيه والتخطيط لمواقع المهرجانات فكيف لك ان تتخيل الرياض بكامله ثلاث ارباع المهرجانات في هذا الحي المغلوب عن امره ارجو من المسؤولين ينظرون لحل لمشاكل الاهالي بحي حطين,10/10/2019,11:33
1,1,1,  مع   الحل هو المشاركه في هذا المشروع لين الله يفرجها ,10/10/2019,11:27
2,10,5,    السلام عليكم للجميع نتقدم لكم وبكل احترام وتقدير آملين منكم بالنظر في معاناه اهالي حي حطين خاصه مع الفعاليات التي سوف تقام في الحى الدخول والخروج صعب في الويكند بسبب الزحمه والتركات والمطاعم الوضع راح يكون اصعب جدا مع الفعاليات,10/10/2019,10:41
1,0,0,ولا بد من مراجعه موضوع التركات فقط زادت الامر سوءا  ,10/10/2019,10:34
0,0,0, ,10/10/2019,10:26
4,19,5, المواصله في التغريد بهذا الهاشتاق ورفعه للترند تساهم في وضع حلول من قبل المسؤولين تغريده واحده منك عزيزي المتابع قد تصل لهم فلا تتهاون  ,10/10/2019,10:24
0,0,0,سبحان الله كان الحي يتميز بالهدوء قبل سنوات قليله  ,10/10/2019,04:41
1,2,1,نحن مع وليس ضد الترفيه لكن الاليه المنفذه تحتاج اعاده نظر لمراعاه راحه اصحاب الحي واحتياجاتهم    ,10/09/2019,22:26
0,4,0,هذا المقترحات جيده بخصوص مقترح الاول لان الحي كبير وبيكون فيه صعوبه في توزيع استكرات لكثره السيارات في البيوت المقترح الثالث اهم وبكذا بيكون فيه تنظيم اكثر وحركه مروريه للاهل الحي        ,10/09/2019,19:36
0,3,2,مازلنا مصرين ونبي حل لااهل الحي بخصوص        ,10/09/2019,19:28
3,17,3,  السلام عليكم  نحن سكان حي حطين مدينه الرياض متضررين جدا من سوء تنظيم الطرق و الازدحام و اغلاق الطرق المفاجئ اوقات الفعاليات و ايام نهايه الاسبوع نرجو من حضرتكم قبل بدء موسم الرياض النظر في الموضوع و ايجاد الحل المناسب     ,10/09/2019,19:18
0,2,1,  اغلب فعاليات موسم الرياض في حطين لابد من التفاعل مع سكان الحيضررنا كبير يامعالي المستشار  ,10/09/2019,11:56
0,0,0,اتمنى ان يتم التجاوب معنا بشكل سريع ويصل الصوت الى من له الامر موسم الرياض مدته شهرين طويله جدا  ,10/09/2019,07:56
2,13,3,في اليوم الوطني راجعه من بيت اهلي الغدير لبيتي في حطين و اشوف لفه البيت قدام عيني و اقول للشرطي الله يعافيك هذا بيتي يرد علي حركي حركي محد قالك تطلعين ١١٣٠ لما ٢ و انا ادور بالشوارع ادور طريق رجع لبيت اهلي او بيتي مع ان المسافه بين البيتين ١٠ دقايق   ,10/09/2019,00:16
0,0,0,  الله يعيننا بس على الزحمه والقرف ,10/08/2019,21:42
0,0,0,جزاك الله خير  وليتك بعد تشوفلنا حل يبوناصر في معاناتنا في حي حطين  ياخي نبي نوصل بيوتنا فقط لا اكثر  ,10/08/2019,21:14
4,9,4,  معالي المستشار اقترح على معاليكم حفظكم الله وضع آليه ذكيه لوصول اهالي حي حطين الى منازلهم في ظل التنظيم المروري الذي لا يسمح بالعبور في بعض الشوارع الواقعه في الحي وكلنا امل في الله ثم فيكم بحكم اختصاص هيئه الترفيه في اداره موسم الرياض  ,10/08/2019,21:12
